Transfer Order Number,Transfer order item,Source storage unit,Material,Filler,Storage Unit Type,Filler,Source Storage Type,Source Storage Bin,Source target qty,Alternative Unit of Measure,Confirmation time,Confirmation date,Queue,Creation Date,Creation time,Dest.storage unit,Dest. Storage Type,Dest.Storage Bin
1005469727,3,53020000073674,8092747-03,,960,,P01,P01-S003,24,PC,1:31:18 AM,12/1/2020,,12/1/2020,1:24:40 AM,53020000073674,V02,LOADING
1005469727,4,53020000073674,9844642-01,,960,,P01,P01-S003,24,PC,1:31:18 AM,12/1/2020,,12/1/2020,1:24:40 AM,53020000073674,V02,LOADING
1005469727,5,53020000073674,9897154-01,,960,,P01,P01-S003,24,PC,1:31:18 AM,12/1/2020,,12/1/2020,1:24:40 AM,53020000073674,V02,LOADING
1005469728,1,53030001287424,7444990-07,,960,,P05,P05-M036,12,PC,1:29:18 AM,12/1/2020,,12/1/2020,1:24:42 AM,53030001287424,V02,LOADING
1005469952,1,53030001286338,7421704-09,,960,,P05,P05-M035,24,PC,1:34:52 AM,12/1/2020,,12/1/2020,1:27:33 AM,53030001286338,V02,LOADING
1005470168,1,53020000073237,7400003-06,,960,,P01,P01-S022,24,PC,1:37:21 AM,12/1/2020,,12/1/2020,1:30:31 AM,53020000073237,V02,LOADING
1005470168,2,53020000073237,7400004-06,,960,,P01,P01-S022,24,PC,1:37:24 AM,12/1/2020,,12/1/2020,1:30:31 AM,53020000073237,V02,LOADING
1005470168,3,53020000073237,7421989-04,,960,,P01,P01-S022,24,PC,1:37:28 AM,12/1/2020,,12/1/2020,1:30:31 AM,53020000073237,V02,LOADING
1005470168,4,53020000073237,7432785-05,,960,,P01,P01-S022,24,PC,1:37:35 AM,12/1/2020,,12/1/2020,1:30:31 AM,53020000073237,V02,LOADING
1005470168,5,53020000073237,7432786-05,,960,,P01,P01-S022,24,PC,1:37:39 AM,12/1/2020,,12/1/2020,1:30:31 AM,53020000073237,V02,LOADING
1005470332,1,53020000073374,9354586-03,,960,,P01,P01-S023,24,PC,1:42:38 AM,12/1/2020,,12/1/2020,1:32:56 AM,53020000073374,V02,LOADING
1005470332,2,53020000073374,8834096-01,,960,,P01,P01-S023,24,PC,1:42:38 AM,12/1/2020,,12/1/2020,1:32:56 AM,53020000073374,V02,LOADING
1005470332,3,53020000073374,9456096-02,,960,,P01,P01-S023,24,PC,1:42:38 AM,12/1/2020,,12/1/2020,1:32:56 AM,53020000073374,V02,LOADING
1005470551,1,53020000073678,8493554-06,,960,,P01,P01-S016,24,PC,1:47:18 AM,12/1/2020,,12/1/2020,1:36:42 AM,53020000073678,V02,LOADING
1005470551,2,53020000073678,7933590-11,,960,,P01,P01-S016,24,PC,1:47:18 AM,12/1/2020,,12/1/2020,1:36:42 AM,53020000073678,V02,LOADING
1005470551,3,53020000073678,7948944-04,,960,,P01,P01-S016,48,PC,1:47:18 AM,12/1/2020,,12/1/2020,1:36:42 AM,53020000073678,V02,LOADING
1005470551,4,53020000073678,7933589-11,,960,,P01,P01-S016,24,PC,1:47:18 AM,12/1/2020,,12/1/2020,1:36:42 AM,53020000073678,V02,LOADING
1005470551,5,53020000073678,7497994-02,,960,,P01,P01-S016,24,PC,1:47:18 AM,12/1/2020,,12/1/2020,1:36:42 AM,53020000073678,V02,LOADING
1005470551,6,53020000073678,7497993-02,,960,,P01,P01-S016,24,PC,1:47:18 AM,12/1/2020,,12/1/2020,1:36:42 AM,53020000073678,V02,LOADING
1005470568,1,53020000074692,7434324-06,,960,,P04,P04-M029,24,PC,1:41:00 AM,12/1/2020,,12/1/2020,1:37:07 AM,53020000074692,V02,LOADING
1005470568,2,53020000074692,7434323-06,,960,,P04,P04-M029,24,PC,1:41:00 AM,12/1/2020,,12/1/2020,1:37:07 AM,53020000074692,V02,LOADING
1005470809,1,53030001262492,8599277-03,,960,,P04,P04-M031,24,PC,1:44:52 AM,12/1/2020,,12/1/2020,1:39:33 AM,53030001262492,V02,LOADING
1005470845,1,53030001269019,9450196-09,,960,,P07,P07-L037,12,PC,1:58:44 AM,12/1/2020,,12/1/2020,1:39:51 AM,53030001269019,V02,LOADING
1005470914,1,53020000074692,7434323-06,,960,,P04,P04-M029,24,PC,3:10:03 PM,12/1/2020,,12/1/2020,1:41:01 AM,53020000074692,V02,LOADING
1005470914,2,53020000074692,7434324-06,,960,,P04,P04-M029,24,PC,3:10:03 PM,12/1/2020,,12/1/2020,1:41:01 AM,53020000074692,V02,LOADING
1005470968,1,53030001286356,7441145-07,,960,,P05,P05-M035,12,PC,1:56:23 AM,12/1/2020,,12/1/2020,1:42:04 AM,53030001286356,V02,LOADING
1005471000,1,53020000073318,8834096-01,,960,,P01,P01-S023,24,PC,1:44:59 AM,12/1/2020,,12/1/2020,1:42:29 AM,53020000073318,V02,LOADING
1005471000,2,53020000073318,9354586-03,,960,,P01,P01-S023,24,PC,1:44:59 AM,12/1/2020,,12/1/2020,1:42:29 AM,53020000073318,V02,LOADING
1005471000,3,53020000073318,9456096-02,,960,,P01,P01-S023,24,PC,1:44:59 AM,12/1/2020,,12/1/2020,1:42:29 AM,53020000073318,V02,LOADING
1005471139,1,53020000073595,8780753-03,,960,,P01,P01-S026,24,PC,1:57:37 AM,12/1/2020,,12/1/2020,1:44:54 AM,53020000073595,V02,LOADING
1005471139,2,53020000073595,8069246-07,,960,,P01,P01-S026,24,PC,1:57:37 AM,12/1/2020,,12/1/2020,1:44:54 AM,53020000073595,V02,LOADING
1005471139,3,53020000073595,7494348-04,,960,,P01,P01-S026,24,PC,1:57:37 AM,12/1/2020,,12/1/2020,1:44:54 AM,53020000073595,V02,LOADING
1005471216,1,53020000073689,7947355-05,,960,,P04,P04-M027,24,PC,1:47:10 AM,12/1/2020,,12/1/2020,1:45:58 AM,53020000073689,V02,LOADING
1005471216,2,53020000073689,8654215-05,,960,,P04,P04-M027,24,PC,1:47:10 AM,12/1/2020,,12/1/2020,1:45:58 AM,53020000073689,V02,LOADING
1005471262,1,53020000073294,6826949-02,,960,,P01,P01-S004,24,PC,1:55:35 AM,12/1/2020,,12/1/2020,1:46:41 AM,53020000073294,V02,LOADING
1005471262,2,53020000073294,7414283-05,,960,,P01,P01-S004,24,PC,1:55:35 AM,12/1/2020,,12/1/2020,1:46:41 AM,53020000073294,V02,LOADING
1005471262,3,53020000073294,7425127-06,,960,,P01,P01-S004,24,PC,1:55:35 AM,12/1/2020,,12/1/2020,1:46:41 AM,53020000073294,V02,LOADING
1005471262,4,53020000073294,7425128-06,,960,,P01,P01-S004,24,PC,1:55:35 AM,12/1/2020,,12/1/2020,1:46:41 AM,53020000073294,V02,LOADING
1005471262,5,53020000073294,7441111-12,,960,,P01,P01-S004,24,PC,1:55:35 AM,12/1/2020,,12/1/2020,1:46:41 AM,53020000073294,V02,LOADING
1005471262,6,53020000073294,7446642-10,,960,,P01,P01-S004,24,PC,1:55:35 AM,12/1/2020,,12/1/2020,1:46:41 AM,53020000073294,V02,LOADING
1005471262,7,53020000073294,9893485-02,,960,,P01,P01-S004,24,PC,1:55:35 AM,12/1/2020,,12/1/2020,1:46:41 AM,53020000073294,V02,LOADING
1005471339,1,53030001287427,7470965-04,,960,,P05,P05-M036,24,PC,1:53:21 AM,12/1/2020,,12/1/2020,1:48:21 AM,53030001287427,V02,LOADING
1005471359,1,53020000073469,6998049-02,,960,,P01,P01-S020,48,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,2,53020000073469,6877730-04,,960,,P01,P01-S020,24,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,3,53020000073469,6998050-02,,960,,P01,P01-S020,48,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,4,53020000073469,7479013-08,,960,,P01,P01-S020,48,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,5,53020000073469,7479029-08,,960,,P01,P01-S020,24,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,6,53020000073469,7479030-08,,960,,P01,P01-S020,24,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,7,53020000073469,7499989-04,,960,,P01,P01-S020,48,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,8,53020000073469,7499990-04,,960,,P01,P01-S020,48,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,9,53020000073469,7932507-04,,960,,P01,P01-S020,48,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,10,53020000073469,7950081-04,,960,,P01,P01-S020,48,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471359,11,53020000073469,8493554-06,,960,,P01,P01-S020,24,PC,2:03:38 AM,12/1/2020,,12/1/2020,1:48:50 AM,53020000073469,V02,LOADING
1005471551,1,53030001283625,9895645-04,,960,,P08,P08-L041,8,PC,1:59:30 AM,12/1/2020,,12/1/2020,1:52:58 AM,53030001283625,V02,LOADING
1005471590,1,53030001287427,7470965-04,,960,,P05,P05-M036,24,PC,3:11:34 PM,12/1/2020,,12/1/2020,1:53:21 AM,53030001287427,V02,LOADING
1005471678,1,53020000075229,7947356-05,,960,,P04,P04-M030,24,PC,2:00:15 AM,12/1/2020,,12/1/2020,1:55:38 AM,53020000075229,V02,LOADING
